-2.6,10.9,-1.194964,9.564128,1.338505,10.17133,-15.27829,10.50857,0.9079461,11.16308,-2.663669,10.4046,-31.3602,9.014338,-17.15562,9.800426,-24.93432,9.834124,-9.580314,11.60896,-0.5693324,11.18591
-2.657399,10.93932,-1.224499,9.564128,1.242505,10.17133,-15.35026,10.50857,0.8838413,11.17593,-2.738316,10.35817,-31.41904,9.014084,-17.18617,9.800426,-24.97367,9.834124,-9.676313,11.60896,-0.6562932,11.18606
-2.714203,10.97693,-1.254035,9.564128,1.146505,10.17133,-15.42224,10.50857,0.8505853,11.18931,-2.813576,10.31377,-31.47788,9.013579,-17.21673,9.800426,-25.01302,9.834124,-9.772313,11.60896,-0.7209724,11.18606
-2.770555,11.01288,-1.28357,9.564128,1.050505,10.17133,-15.49421,10.50857,0.8181362,11.2031,-2.889306,10.27133,-31.5367,9.011866,-17.24729,9.800426,-25.05237,9.834124,-9.868313,11.60896,-0.7856472,11.18682
-2.826561,11.04722,-1.313105,9.564128,0.9545051,10.17133,-15.56619,10.50857,0.7865366,11.21741,-2.965393,10.23079,-31.59539,9.007591,-17.27785,9.800426,-25.09171,9.834124,-9.964313,11.60896,-0.8502931,11.18889
-2.882308,11.08002,-1.34264,9.564128,0.8585051,10.17133,-15.63816,10.50857,0.7558078,11.23195,-3.041748,10.19207,-31.65401,9.002434,-17.3084,9.800426,-25.13106,9.834124,-10.06031,11.60896,-0.9149187,11.19152
-2.93786,11.11134,-1.372175,9.564128,0.7625051,10.17133,-15.71014,10.50857,0.7259538,11.24659,-3.118299,10.15511,-31.71256,8.996605,-17.33896,9.800426,-25.17041,9.834124,-10.15631,11.60896,-0.9795253,11.19458
-2.993272,11.14123,-1.40171,9.564128,0.6665051,10.17133,-15.78211,10.50857,0.696961,11.26123,-3.194989,10.11984,-31.77105,8.990158,-17.36952,9.800426,-25.20976,9.834124,-10.25231,11.60896,-1.044112,11.19804
-3.048589,11.16975,-1.431246,9.564128,0.5705051,10.17133,-15.85408,10.50857,0.6687987,11.27578,-3.27177,10.08617,-31.82948,8.983169,-17.40008,9.800426,-25.24911,9.834124,-10.34831,11.60896,-1.108679,11.20184
-3.103847,11.19697,-1.460781,9.564128,0.4745051,10.17133,-15.92606,10.50857,0.6414213,11.29015,-3.348602,10.05405,-31.88784,8.975661,-17.43064,9.800426,-25.28846,9.834124,-10.44431,11.60896,-1.173227,11.20597
-3.159075,11.22294,-1.490316,9.564128,0.3785051,10.17133,-15.99803,10.50857,0.6147702,11.30426,-3.425452,10.02341,-31.94614,8.96769,-17.46119,9.800426,-25.32781,9.834124,-10.54031,11.60896,-1.237755,11.21039
